"ESTUDIO Código del estudio";"REGISTRO Número de registro";"CUES Cuestionario";"CCAA Comunidad autónoma";"PROV Provincia";"MUN Municipio";"CAPITAL Capital";"TAMUNI Tamaño de municipio";"ENTREV Entrevistador/a";"TIPO_TEL Tipo de teléfono";"SEXO Sexo de la persona entrevistada";"EDAD Edad de la persona entrevistada";"P0 Nacionalidad de la persona entrevistada";"ADQUINAC Momento de la adquisición de la nacionalidad española";"PAISNAC Lugar de nacimiento (país)";"PAISNAC2 Lugar de nacimiento de los nacidos fuera de España (país)";"P1 Grado de importancia de tener pareja para llevar una vida satisfactoria";"P2_1 Mantener conversaciones subidas de tono con otra persona a través de mensajes, teléfono o redes sociales";"P2_2 Enamorarse de otra persona aunque no mantenga relaciones sexuales con ella";"P2_3 Dar un beso en los labios a otra persona";"P2_4 Tener relaciones sexuales a través de las redes sociales sin contacto presencial";"P2_5 Hablar o quedar con una ex pareja sin mantener relaciones sexuales";"P2_6 Tener una relación sexual ocasional con otra persona";"P2_7 Tener relaciones sexuales con una persona a la que se paga";"P2_8 Mantener una relación afectiva y sexual con otra persona";"P3 Número de relaciones de pareja tenidas a lo largo de la vida";"P4 Tenencia de una relación de pareja en la actualidad";"PAREJA Situación de pareja de la persona entrevistada";"P4A Año de comienzo de la relación de pareja";"P4B Identidad de género de la pareja";"P4C Convivencia con la pareja";"P4D Tipo de unión con la pareja";"P5 Grado de importancia de tener relaciones sexuales para llevar una vida satisfactoria";"P6_1 En nuestra sociedad sigue habiendo muchos prejuicios y ocultación en relación al sexo";"P6_2 En una relación sexual vale todo, siempre que las personas implicadas estén totalmente de acuerdo";"P6_3 Los hombres tienen más deseos sexuales que las mujeres";"P6_4 El sexo de verdad incluye penetración";"P6_5 A lo largo de la vida una persona puede variar sus preferencias sexuales y tener relaciones con mujeres o con hombres";"P7_1 Besos y caricias con otra persona";"P7_2 Masturbación";"P7_3 Masturbación mutua (con otra/s persona/s)";"P7_4 Sexo oral";"P7_5 Penetración anal";"P7_6 Penetración vaginal";"P7_7 Uso de juguetes y objetos destinados a dar y recibir placer sexual";"P7_96 Otras prácticas no citadas anteriormente";"P7_97 Nunca he tenido ninguna experiencia sexual de ningún tipo";"P7_99 N.C.";"P8 Número de personas con las que se ha mantenido al menos una relación sexual";"P9 Identidad de género de las personas con las que ha tenido experiencias sexuales";"P10 Frecuencia de consumo de sustancias para estimularse sexualmente";"P11 Grado de satisfacción con su vida sexual en la actualidad";"P12 Orientación sexual con la que se identifica personalmente";"PPERHOG Tamaño del hogar";"HIJOS Tenencia de hijos/as";"NUMHIJOS Número de hijos/as que se tiene";"ESCIDEOL Escala de autoubicación ideológica (1-10)";"PROBVOTO Escala de probabilidad de voto (0-10) en elecciones generales";"INTENCIONG Intención de voto en supuestas elecciones generales";"SIMPATIA Partido político por el que se siente más simpatía en las elecciones generales (con filtro)";"PARTICIPACIONG Participación electoral en las elecciones generales de 2023";"RECUVOTOG Recuerdo de voto en las elecciones generales de 2023 de los votantes";"RECUERDO Recuerdo de voto en las elecciones generales de 2023";"ESCUELA Escolarización de la persona entrevistada";"NIVELESTENTREV Nivel de estudios alcanzado por la persona entrevistada";"ESTUDIOS Estudios de la persona entrevistada";"RELIGION Religiosidad de la persona entrevistada";"PRACTICARELIG6 Frecuencia de asistencia a oficios religiosos";"SITLAB Situación laboral de la persona entrevistada";"RELALAB Situación profesional de la persona entrevistada";"CNO11 Ocupación de la persona entrevistada";"CNO11R Población activa e inactiva";"INGRESHOG Nivel de ingresos netos del hogar";"INGRESOSHOG2 Nivel de ingresos personales";"CLASESOCIAL Clase social subjetiva de la persona entrevistada";"CLASESUB Identificación subjetiva de clase";"SINCERIDAD Grado de sinceridad de la persona entrevistada según el/la entrevistador/a";"PESO Ponderación con ajuste por Estudios";"PESOCCAA Ponderación autonómica";"P12R Orientación sexual con la que se identifica personalmente [recodificada]";"INTENCIONGR Intención de voto en unas supuestas elecciones generales";"VOTOSIMG Voto+simpatía en supuestas elecciones generales";"RECUVOTOGR Recuerdo de voto en las elecciones generales de 2023 de los votantes [recodificada]";"IA_I501 Dificultad de acceso al edificio, casa, urbanización, etc.";"IA_I502 Viviendas en las que no hay nadie";"IA_I503 Viviendas en las que se niegan a recibir ninguna explicación";"IA_I504 Negativas de hombres a realizar la entrevista";"IA_I505 Negativas de mujeres a realizar la entrevista";"IA_I506 Contactos fallidos por no cumplir cuotas";"IA_I507 Contactos fallidos por no ser una vivienda (oficinas, consultas médicas, etc.)";"IA_I508 Viviendas de población extranjera";"IA_I509 01.  No quiere colaborar";"IA_I510 02.  Falta de tiempo. Está muy ocupado/a";"IA_I511 03.  Falta de interés por hacer una encuesta";"IA_I512 04.  Desconfianza hacia las encuestas";"IA_I513 05.  Desconfianza hacia el CIS";"IA_I514 06.  Rehúsa porque su pareja/familia/hogar no quiere";"IA_I515 07.  Lo considera una pérdida de tiempo";"IA_I516 08.  No sabe lo suficiente/nada del tema, demasiado difícil";"IA_I517 09.  El tema no le interesa";"IA_I518 10.  Resulta demasiada larga";"IA_I519 11.  No le gusta el ordenador";"IA_I520 96. Otras";"IA_I521 99. No contesta";"IA_I522 00. Error al iniciar";"IA_I523 Teléfono apagado/fuera de cobertura";"IA_I524 Negativas a realizar la entrevista";"IA_I525 Interrupción llamada";"IA_I526 Dificultad con el idioma";"IA_I528 Contacto fallido por no ser una vivienda/persona";"IA_I529 Contacto fallido por no ser elegible";"IA_I530 Incapacidad para responder/ininteligible";"IA_I531 Otras";"IA_I532 No le gusta dar información por teléfono";"IA_I533 No tiene la garantía de la privacidad de sus datos";"IA_I534 Dificultad con el idioma";"IA_I535 Incapacidad para responder/ininteligible";"IA_I536 No elegible";"IA_I537 Rechazo por falta de tiempo o de interés en la encuesta";"IA_I538 Rechazo por desconfianza hacia las encuestas";"IA_I539 Rechazo por desconfianza hacia el CIS";"IA_I540 Rechazo por desconfiar de la llamada o por mantener la privacidad";"IA_I541 Rechaza ser encuestado/a en el idioma del cuestionario";"IA_I542 Rechazo por otras razones o sin dar explicaciones";"IA_I543 Otras incidencias";"IA_OBS1 Pregunta incómoda";"IA_OBS2 Pregunta explicada";"IA_E1_DIA Día de realización";"IA_E1_MES Mes de realización";"IA_E1_ANYO Año de realización";"IA_E2 Día de la semana que se realiza la entrevista";"IA_E3 Duración de la entrevista en minutos";"IA_E4 Hora de realización";"IA_VALIDA Entrevista válida";"IA_APLAZADA Entrevista con aplazamientos";"IA_MODIFICADA Entrevista modificada";"IA_SUPERVISADA Entrevista supervisada";"IA_C2 Valoración de la supervisión";"IA_C2A Resultado supervisión";"IA_C2B_26 No hay grabación";"IA_C2B_27 No realizada a la persona de la que se recogen los datos";"IA_C2B_28 No verifica o graba correctamente el sexo";"IA_C2B_29 No verifica o graba correctamente la edad";"IA_C2B_30 No verifica correctamente los valores de cuota distintos a sexo y edad";"IA_C2B_31 No respeta las normas de selección";"IA_C2B_32 No se realiza en un teléfono personal /domicilio";"IA_C2B_33 No lee el protocolo de inicio o fin de la encuesta";"IA_C2B_34 No lee literalmente el protocolo de protección de datos";"IA_C2B_35 No formula todas las preguntas";"IA_C2B_36 Entrevista interrumpida y autocompletada";"IA_C2B_37 No aplica el cuestionario en el idioma en que fue diseñado";"IA_C2B_38 No lee literalmente las preguntas y/o las opciones de respuesta";"IA_C2B_39 No aplica el cuestionario sin inducir la respuesta";"IA_C2B_40 No aplica la instrucción NO LEER en las opciones de respuesta donde se indica";"IA_C2B_41 No codifica correctamente las respuestas";"IA_C2B_42 No aplica correctamente las preguntas abiertas";"IA_C2B_43 No aplica correctamente las preguntas de respuesta múltiple";"IA_C2B_44 No recoge correctamente las respuestas que no requieren codificación";"IA_C2B_45 No recoge fielmente las respuestas espontáneas";"IA_C3 Resultado final";"IA_C4 Supervisor"
"3501";"51";"1";"Andalucía";"Córdoba";"Córdoba";"Capital de provincia";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Hombre";"42";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Poco importante";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"6";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"2012";"Mujer";"Sí";"Matrimonio por la Iglesia";"Bastante importante";"Muy de acuerdo";"Muy de acuerdo";"Poco de acuerdo";"Nada de acuerdo";"Muy de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"Menciona";"No menciona";"No menciona";"No menciona";"15";"Solo con mujeres";"Nunca";"Poco satisfecho/a";"Heterosexual";"4 personas";"Sí";"2 hijos/as ";"3";"3";"PSOE";"N.P.";"Votó";"Sumar";"Sumar";"Sí, ha ido a la escuela";"Máster oficial universitario (especialidades médicas o equivalente) ";"Superiores";"Indiferente, no creyente";"N.P.";"Trabaja";"Asalariado/a por cuenta ajena";"Profesionales, científicos/as e intelectuales";"Profesionales, científicos/as e intelectuales";"De 3.001 a 4.500 €";"De 1.201 a 1.800 €";"Clase trabajadora/obrera ";"Clase trabajadora/obrera/proletariado";"Bastante";0,49072;0,84828;"Heterosexual";"PSOE";"PSOE";"Sumar";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"";"23";"Enero  ";"2025";"Jueves";"19";"Mañana (9-12)";"Sí";"Sí";"No";"Sí";"Supervisión de audio (monitorización)";"Entrevista incorrecta";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No lee literalmente las preguntas y/o las opciones de respuesta";"No";"No";"No";"No";"No";"No";"No";"Entrevista válida";"Anonimizado"
"3501";"72";"2";"Murcia (Región de)";"Murcia";"Mun.<=100.000 hab. no capitales de CA o provincia";"Otros municipios";"10.001 a 50.000 habitantes";"Anonimizado";"Móvil";"Mujer";"57";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Bastante importante";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"3 parejas ";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"1989";"Hombre";"Sí";"Matrimonio por la Iglesia";"Muy importante";"Muy de acuerdo";"Bastante de acuerdo";"Bastante de acuerdo";"Poco de acuerdo";"Bastante de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"Menciona";"No menciona";"No menciona";"No menciona";"Con 2 personas ";"Solo con hombres";"Nunca";"Bastante satisfecho/a";"Heterosexual";"4 personas";"Sí";"2 hijos/as ";"3";"10 Con toda seguridad, iría a votar";"No sabe todavía";"N.S.";"Votó";"Sumar";"Sumar";"Sí, ha ido a la escuela";"Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ";"Secundaria 2ª etapa";"Católico/a no practicante";"Varias veces al año";"Trabaja";"Asalariado/a por cuenta ajena";"Trabajadores/as de los servicios y vendedores/as de comercios y mercados";"Trabajadores/as de los servicios y vendedores/as de comercios y mercados";"De 1.801 a 2.400 €";"De 901 a 1.200 €";"Clase baja ";"Clase baja/pobre";"Bastante";0,84362;1,09227;"Heterosexual";"No sabe todavía";"N.S.";"Sumar";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"14";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"5";"No procede";"No procede";"1";"No procede";"No procede";"No";"No";"1";"No";"No";"76";"No";"No";"1";"No";"36";"3";"";"";"22";"Enero  ";"2025";"Miércoles";"12";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"130";"3";"Andalucía";"Jaén";"Jaén";"Capital de provincia";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Hombre";"53";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Bastante importante";"No";"No";"No";"Sí";"No";"Sí";"Sí";"Sí";"7";"No";"Sin pareja en la actualidad, pero ha tenido parejas";"N.P.";"N.P.";"N.P.";"N.P.";"Bastante importante";"Muy de acuerdo";"Bastante de acuerdo";"Nada de acuerdo";"Nada de acuerdo";"Muy de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"No menciona";"13";"Solo con hombres";"Algunas veces";"Nada satisfecho/a";"Heterosexual";"Vive solo/a";"No";"N.P.";"3";"10 Con toda seguridad, iría a votar";"Podemos";"N.P.";"Votó";"PSOE";"PSOE";"Sí, ha ido a la escuela";"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";"Superiores";"Indiferente, no creyente";"N.P.";"En paro y ha trabajado antes ";"N.P.";"N.P.";"Parados/as";"De 901 a 1.200 €";"N.P.";"Clase media-media ";"Clase media-media";"Mucha";0,4851;0,80233;"Heterosexual";"Podemos";"Podemos";"PSOE";"No procede";"No procede";"No procede";"No procede";"No procede";"1";"1";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"2";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"1";"No";"No";"15";"No";"No";"No";"No";"11";"1";"";"";"22";"Enero  ";"2025";"Miércoles";"11";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"157";"4";"Galicia";"Pontevedra";"Vigo";"Otros municipios";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Hombre";"59";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Muy importante";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"1 pareja ";"Sí";"Tiene pareja en la actualidad y es su única pareja";"1995";"Mujer";"Sí";"Matrimonio por la Iglesia";"Muy importante";"Bastante de acuerdo";"Bastante de acuerdo";"Bastante de acuerdo";"Muy de acuerdo";"Nada de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"Menciona";"No menciona";"No menciona";"No menciona";"5";"Solo con mujeres";"Nunca";"Muy satisfecho/a";"Heterosexual";"6 personas";"Sí";"4 hijos/as ";"9";"10 Con toda seguridad, iría a votar";"VOX";"N.P.";"Votó";"VOX";"VOX";"Sí, ha ido a la escuela";"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";"Superiores";"Católico/a practicante";"Todos los domingos y festivos";"Trabaja";"Empresario/a o profesional con asalariados/as";"Directores/as y gerentes";"Directores/as y gerentes";"Más de 6.000 €";"Más de 6.000 €";"Clase media-alta ";"Clase alta y media alta";"Mucha";0,44503;0,73689;"Heterosexual";"VOX";"VOX";"VOX";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"2";"No procede";"1";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"16";"No";"No";"No";"No";"16";"No";"";"";"22";"Enero  ";"2025";"Miércoles";"13";"Tarde (16-20)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"189";"5";"Asturias (Principado de)";"Asturias";"Mun.<=100.000 hab. no capitales de CA o provincia";"Otros municipios";"10.001 a 50.000 habitantes";"Anonimizado";"Móvil";"Mujer";"30";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Poco importante";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"2 parejas ";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"2017";"Hombre";"Sí";"Pareja de hecho sin registrar";"Bastante importante";"Muy de acuerdo";"Muy de acuerdo";"Nada de acuerdo";"Poco de acuerdo";"Muy de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"No menciona";"No menciona";"No menciona";"No menciona";"Con 2 personas ";"Solo con hombres";"Nunca";"Muy satisfecho/a";"Heterosexual";"2 personas";"No";"N.P.";"4";"10 Con toda seguridad, iría a votar";"No sabe todavía";"IU";"Votó";"Sumar";"Sumar";"Sí, ha ido a la escuela";"Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ";"Superiores";"Ateo/a (niegan la existencia de Dios) ";"N.P.";"En paro y ha trabajado antes ";"N.P.";"N.P.";"Parados/as";"De 1.201 a 1.800 €";"No tiene ingresos de ningún tipo";"Clase baja ";"Clase baja/pobre";"Bastante";0,67353;1,01966;"Heterosexual";"No sabe todavía";"Sumar";"Sumar";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"8";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"1";"No";"28";"1";"No";"No";"No";"16";"No";"";"";"22";"Enero  ";"2025";"Miércoles";"11";"Mediodía (12-16)";"Sí";"No";"No";"Sí";"Supervisión de audio (monitorización)";"Entrevista incorrecta";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No aplica el cuestionario sin inducir la respuesta";"No";"No";"No";"No";"No";"No";"Entrevista válida";"Anonimizado"
"3501";"219";"6";"Madrid (Comunidad de)";"Madrid";"Mun.<=100.000 hab. no capitales de CA o provincia";"Otros municipios";"2.001 a 10.000 habitantes";"Anonimizado";"Móvil";"Mujer";"57";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Poco importante";"No";"No";"No";"No";"Sí";"Sí";"No";"Sí";"6";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"1983";"Hombre";"Sí";"Matrimonio por la Iglesia";"Poco importante";"Muy de acuerdo";"Bastante de acuerdo";"Muy de acuerdo";"Poco de acuerdo";"Muy de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"No menciona";"Con 1 persona ";"Solo con hombres";"Nunca";"Bastante satisfecho/a";"Heterosexual";"3 personas";"Sí";"3 hijos/as ";"8";"10 Con toda seguridad, iría a votar";"PP";"N.P.";"Votó";"PP";"PP";"Sí, ha ido a la escuela";"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";"F.P.";"Católico/a no practicante";"Casi nunca";"Jubilado/a o pensionista (anteriormente ha trabajado) ";"N.P.";"N.P.";"Jubilado o pensionista (anteriormente ha trabajado)";"De 1.201 a 1.800 €";"De 301 a 600 €";"Clase media-baja ";"Clase media-baja";"Mucha";0,60978;1,00438;"Heterosexual";"PP";"PP";"PP";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"5";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"23";"No";"No";"No";"No";"19";"2";"";"";"22";"Enero  ";"2025";"Miércoles";"15";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"235";"7";"Andalucía";"Jaén";"Jaén";"Capital de provincia";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Mujer";"53";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Poco importante";"No";"Sí";"No";"No";"No";"Sí";"Sí";"Sí";"3 parejas ";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"1999";"Hombre";"Sí";"Matrimonio por la Iglesia";"Bastante importante";"Bastante de acuerdo";"Bastante de acuerdo";"Bastante de acuerdo";"Poco de acuerdo";"Bastante de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"Menciona";"No menciona";"No menciona";"No menciona";"Con 2 personas ";"Solo con hombres";"Nunca";"Bastante satisfecho/a";"Heterosexual";"4 personas";"Sí";"2 hijos/as ";"5";"8";"Jaén Merece Más";"N.P.";"No votó";"N.P.";"No votó";"Sí, ha ido a la escuela";"Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ";"Superiores";"Católico/a no practicante";"Casi nunca";"Trabaja";"Asalariado/a por cuenta ajena";"Personal de apoyo administrativo";"Personal de apoyo administrativo";"De 3.001 a 4.500 €";"De 1.201 a 1.800 €";"Clase media-media ";"Clase media-media";"Mucha";0,50303;0,878;"Heterosexual";"Otro partido";"Otro partido";"N.P.";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"1";"No";"";"";"23";"Enero  ";"2025";"Jueves";"13";"Tarde (16-20)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"267";"8";"Madrid (Comunidad de)";"Madrid";"Girona / Madrid / Roquetas de Mar";"Capital de CC.AA.";"Más de 1.000.000 habitantes";"Anonimizado";"Móvil";"Mujer";"65";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Muy importante";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"1 pareja ";"Sí";"Tiene pareja en la actualidad y es su única pareja";"1989";"Hombre";"Sí";"Matrimonio por la Iglesia";"Muy importante";"Muy de acuerdo";"Bastante de acuerdo";"Poco de acuerdo";"Nada de acuerdo";"Muy de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"Menciona";"No menciona";"No menciona";"No menciona";"No menciona";"Con 1 persona ";"Solo con hombres";"Nunca";"Muy satisfecho/a";"Heterosexual";"3 personas";"Sí";"2 hijos/as ";"4";"10 Con toda seguridad, iría a votar";"PSOE";"N.P.";"Votó";"PSOE";"PSOE";"Sí, ha ido a la escuela";"Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ";"Superiores";"Católico/a no practicante";"Casi nunca";"Jubilado/a o pensionista (anteriormente ha trabajado) ";"N.P.";"N.P.";"Jubilado o pensionista (anteriormente ha trabajado)";"De 4.501 a 6.000 €";"De 1.201 a 1.800 €";"Clase media-media ";"Clase media-media";"Mucha";0,3112;0,98953;"Heterosexual";"PSOE";"PSOE";"PSOE";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"1";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"1";"No procede";"No procede";"No";"No";"No";"No";"No";"19";"No";"No";"No";"No";"14";"No";"";"";"22";"Enero  ";"2025";"Miércoles";"14";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"283";"9";"Murcia (Región de)";"Murcia";"Cartagena / Palmas de Gran Canaria (Las)";"Otros municipios";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Hombre";"54";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Bastante importante";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"4 parejas ";"No";"Sin pareja en la actualidad, pero ha tenido parejas";"N.P.";"N.P.";"N.P.";"N.P.";"Bastante importante";"Bastante de acuerdo";"Muy de acuerdo";"Nada de acuerdo";"Poco de acuerdo";"Bastante de acuerdo";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"No menciona";"No menciona";"No menciona";"15";"Solo con mujeres";"Nunca";"Poco satisfecho/a";"Heterosexual";"Vive solo/a";"Sí";"1 hijo/a ";"10 Derecha";"10 Con toda seguridad, iría a votar";"PP";"N.P.";"Votó";"N.C.";"N.C.";"Sí, ha ido a la escuela";"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";"Superiores";"Católico/a no practicante";"Casi nunca";"Trabaja";"Profesional o trabajador/a autónomo/a (sin asalariados/as)";"Profesionales, científicos/as e intelectuales";"Profesionales, científicos/as e intelectuales";"De 1.201 a 1.800 €";"N.P.";"Clase media-media ";"Clase media-media";"Mucha";0,47385;1,0201;"Heterosexual";"PP";"PP";"N.C.";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"4";"No procede";"No procede";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"1";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"1";"No";"No";"10";"No";"No";"No";"No";"4";"No";"";"";"22";"Enero  ";"2025";"Miércoles";"13";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3501";"378";"10";"Comunitat Valenciana";"Alicante/Alacant";"Elche/Elx / Getafe";"Otros municipios";"100.001 a 400.000 habitantes";"Anonimizado";"Móvil";"Hombre";"26";"La nacionalidad española";"Desde que nació";"En España";"N.P.";"Poco importante";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"2 parejas ";"Sí";"Tiene pareja en la actualidad y ha tenido otras parejas";"2020";"Hombre";"Sí";"Pareja de hecho sin registrar";"Bastante importante";"Bastante de acuerdo";"Nada de acuerdo";"Poco de acuerdo";"Nada de acuerdo";"Bastante de acuerdo";"No menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"Menciona";"No menciona";"No menciona";"15";"Solo con hombres";"Nunca";"Muy satisfecho/a";"Homosexual (gay o lesbiana)";"2 personas";"No";"N.P.";"3";"10 Con toda seguridad, iría a votar";"PSOE";"N.P.";"Votó";"PSOE";"PSOE";"Sí, ha ido a la escuela";"Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ";"Superiores";"Indiferente, no creyente";"N.P.";"Trabaja";"Asalariado/a por cuenta ajena";"Trabajadores/as de los servicios y vendedores/as de comercios y mercados";"Trabajadores/as de los servicios y vendedores/as de comercios y mercados";"De 1.801 a 2.400 €";"De 901 a 1.200 €";"Clase media-media ";"Clase media-media";"Mucha";0,43363;0,93674;"Homosexual (gay o lesbiana)";"PSOE";"PSOE";"PSOE";"No procede";"No procede";"No procede";"No procede";"No procede";"No procede";"5";"No procede";"1";"No procede";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No procede";"No procede";"No procede";"4";"No procede";"No procede";"No procede";"No procede";"No procede";"No";"No";"1";"1";"No";"34";"No";"No";"No";"No";"27";"2";"";"";"22";"Enero  ";"2025";"Miércoles";"13";"Mediodía (12-16)";"Sí";"No";"No";"No";"Entrevista no supervisada";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
